,MIN,MAX
PBLH.67,0.0,4233.677
PBLH.68,0.0,4078.9219
PBLH.69,0.0,4067.5625
PBLH.70,0.0,4207.684
PBLH.71,0.0,4233.677
PBLH.72,0.0,4078.9219
PBLH.73,0.0,4067.5625
PBLH.74,0.0,4207.684
PBLH.75,0.0,4233.677
PBLH.76,0.0,4078.9219
PBLH.77,0.0,4067.5625
PBLH.78,0.0,4207.684
PBLH.79,0.0,4233.677
PBLH.80,0.0,4078.9219
PBLH.81,0.0,4067.5625
PBLH.82,0.0,4207.684
PBLH.83,0.0,4233.677
PBLH.84,0.0,3996.7632
PBLH.85,0.0,3985.4172
PBLH.86,0.0,4113.149
PBLH.87,0.0,4166.6206
PBLH.88,0.0,4021.918
PBLH.89,0.0,4104.766
PBLH.90,0.0,4093.782958984375
PBLH.91,0.0,4144.19384765625
PBLH.92,0.0,4079.3804
PBLH.93,0.0,4170.4224
PBLH.94,0.0,4035.1875
PBLH.95,0.0,4067.792724609375
PBLH.96,0.0,4079.3804
PBLH.97,0.0,4170.4224
PBLH.98,0.0,4035.1875
PBLH.99,0.0,4004.314697265625
SWDOWN,0.0,1156.0447
SWDOWN.1,0.0,1153.4634
SWDOWN.2,0.0,1152.228
SWDOWN.3,0.0,1151.7003
SWDOWN.4,0.0,1156.0447
SWDOWN.5,0.0,1153.4634
SWDOWN.6,0.0,1152.228
SWDOWN.7,0.0,1151.7003
SWDOWN.8,0.0,1156.0447
SWDOWN.9,0.0,1153.4634
SWDOWN.10,0.0,1152.228
SWDOWN.11,0.0,1151.7003
SWDOWN.12,0.0,1156.0447
SWDOWN.13,0.0,1153.4634
SWDOWN.14,0.0,1152.228
SWDOWN.15,0.0,1151.7003
SWDOWN.16,0.0,1156.0447
SWDOWN.17,0.0,1153.4634
SWDOWN.18,0.0,1152.228
SWDOWN.19,0.0,1151.7003
SWDOWN.20,0.0,1156.0447
SWDOWN.21,0.0,1153.4634
SWDOWN.22,0.0,1152.228
SWDOWN.23,0.0,1151.7003
SWDOWN.24,0.0,1156.0447
SWDOWN.25,0.0,1153.4634
SWDOWN.26,0.0,1152.228
SWDOWN.27,0.0,1151.7003
SWDOWN.28,0.0,1156.0447
SWDOWN.29,0.0,1153.4634
SWDOWN.30,0.0,1152.228
SWDOWN.31,0.0,1151.7003
SWDOWN.32,0.0,1156.0447
SWDOWN.33,0.0,1153.4634
SWDOWN.34,0.0,1152.228
SWDOWN.35,0.0,1151.7003
SWDOWN.36,0.0,1156.0447
SWDOWN.37,0.0,1153.4634
SWDOWN.38,0.0,1152.228
SWDOWN.39,0.0,1151.7003
SWDOWN.40,0.0,1153.4259
SWDOWN.41,0.0,1151.5532
SWDOWN.42,0.0,1152.0801
SWDOWN.43,0.0,1151.7003
SWDOWN.44,0.0,1156.0447
SWDOWN.45,0.0,1153.4634
SWDOWN.46,0.0,1152.228
SWDOWN.47,0.0,1151.7003
SWDOWN.48,0.0,1156.0447
SWDOWN.49,0.0,1153.4634
SWDOWN.50,0.0,1152.228
SWDOWN.51,0.0,1151.7003
SWDOWN.52,0.0,1156.0447
SWDOWN.53,0.0,1153.4634
SWDOWN.54,0.0,1152.228
SWDOWN.55,0.0,1151.7003
SWDOWN.56,0.0,1156.0447
SWDOWN.57,0.0,1153.4634
SWDOWN.58,0.0,1152.228
SWDOWN.59,0.0,1151.7003
SWDOWN.60,0.0,1156.0447
SWDOWN.61,0.0,1153.4634
SWDOWN.62,0.0,1152.228
SWDOWN.63,0.0,1151.7003
SWDOWN.64,0.0,1156.0447
SWDOWN.65,0.0,1153.4634
SWDOWN.66,0.0,1152.228
SWDOWN.67,0.0,1151.7003
SWDOWN.68,0.0,1156.0447
SWDOWN.69,0.0,1153.4634
SWDOWN.70,0.0,1152.228
SWDOWN.71,0.0,1151.4607
SWDOWN.72,0.0,1156.0447
SWDOWN.73,0.0,1153.4634
SWDOWN.74,0.0,1152.228
SWDOWN.75,0.0,1151.4607
SWDOWN.76,0.0,1156.0447
SWDOWN.77,0.0,1153.4634
SWDOWN.78,0.0,1152.228
SWDOWN.79,0.0,1151.4607
SWDOWN.80,0.0,1155.2599
SWDOWN.81,0.0,1154.4305
SWDOWN.82,0.0,1154.606
SWDOWN.83,0.0,1157.0317
SWDOWN.84,0.0,1155.2599
SWDOWN.85,0.0,1154.4305
SWDOWN.86,0.0,1154.606
SWDOWN.87,0.0,1157.0317
SWDOWN.88,0.0,1155.2599
SWDOWN.89,0.0,1154.4305
SWDOWN.90,0.0,1154.606
SWDOWN.91,0.0,1157.0317
SWDOWN.92,0.0,1155.2599
SWDOWN.93,0.0,1154.4305
SWDOWN.94,0.0,1154.606
SWDOWN.95,0.0,1157.0317
SWDOWN.96,0.0,1155.2599
SWDOWN.97,0.0,1154.4305
SWDOWN.98,0.0,1154.606
SWDOWN.99,0.0,1157.0317
GLW,0.0,402.4445495605469
GLW.1,0.0,402.8642883300781
GLW.2,0.0,405.9123229980469
GLW.3,0.0,406.89032
GLW.4,0.0,402.4445495605469
GLW.5,0.0,402.8642883300781
GLW.6,0.0,405.9123229980469
GLW.7,0.0,406.89032
GLW.8,0.0,402.4445495605469
GLW.9,0.0,402.8642883300781
GLW.10,0.0,405.9123229980469
GLW.11,0.0,406.89032
GLW.12,0.0,402.4445495605469
GLW.13,0.0,402.8642883300781
GLW.14,0.0,405.9123229980469
GLW.15,0.0,406.89032
GLW.16,0.0,402.4445495605469
GLW.17,0.0,402.8642883300781
GLW.18,0.0,405.9123229980469
GLW.19,0.0,406.89032
GLW.20,0.0,402.4445495605469
GLW.21,0.0,402.8642883300781
GLW.22,0.0,405.9123229980469
GLW.23,0.0,406.89032
GLW.24,0.0,402.4445495605469
GLW.25,0.0,402.8642883300781
GLW.26,0.0,405.9123229980469
GLW.27,0.0,406.89032
GLW.28,0.0,402.4445495605469
GLW.29,0.0,402.8642883300781
GLW.30,0.0,405.9123229980469
GLW.31,0.0,406.89032
GLW.32,0.0,402.4445495605469
GLW.33,0.0,402.8642883300781
GLW.34,0.0,405.9123229980469
GLW.35,0.0,406.89032
GLW.36,0.0,402.4445495605469
GLW.37,0.0,402.8642883300781
GLW.38,0.0,405.9123229980469
GLW.39,0.0,406.89032
GLW.40,0.0,402.4445495605469
GLW.41,0.0,402.8642883300781
GLW.42,0.0,405.9123229980469
GLW.43,0.0,406.89032
GLW.44,0.0,402.4445495605469
GLW.45,0.0,402.8642883300781
GLW.46,0.0,405.9123229980469
GLW.47,0.0,406.89032
GLW.48,0.0,402.4445495605469
GLW.49,0.0,402.8642883300781
GLW.50,0.0,405.9123229980469
GLW.51,0.0,406.89032
GLW.52,0.0,402.4445495605469
GLW.53,0.0,402.8642883300781
GLW.54,0.0,405.9123229980469
GLW.55,0.0,406.89032
GLW.56,0.0,402.4445495605469
GLW.57,0.0,402.8642883300781
GLW.58,0.0,405.9123229980469
GLW.59,0.0,406.89032
GLW.60,0.0,402.4445495605469
GLW.61,0.0,402.8642883300781
GLW.62,0.0,405.9123229980469
GLW.63,0.0,406.89032
GLW.64,0.0,402.4445495605469
GLW.65,0.0,402.8642883300781
GLW.66,0.0,405.9123229980469
GLW.67,0.0,406.89032
GLW.68,0.0,402.4445495605469
GLW.69,0.0,402.8642883300781
GLW.70,0.0,405.9123229980469
GLW.71,0.0,406.89032
GLW.72,0.0,402.4445495605469
GLW.73,0.0,402.8642883300781
GLW.74,0.0,405.9123229980469
GLW.75,0.0,406.89032
GLW.76,0.0,400.8227844238281
GLW.77,0.0,402.8642883300781
GLW.78,0.0,405.9123229980469
GLW.79,0.0,406.89032
GLW.80,0.0,400.8227844238281
GLW.81,0.0,402.8642883300781
GLW.82,0.0,406.19952392578125
GLW.83,0.0,406.89032
GLW.84,0.0,405.1151123046875
GLW.85,0.0,402.1534423828125
GLW.86,0.0,409.3811340332031
GLW.87,0.0,409.9527282714844
GLW.88,0.0,407.0736389160156
GLW.89,0.0,404.35040283203125
GLW.90,0.0,409.3811340332031
GLW.91,0.0,409.9527282714844
GLW.92,0.0,407.0736389160156
GLW.93,0.0,404.35040283203125
GLW.94,0.0,409.3811340332031
GLW.95,0.0,409.9527282714844
GLW.96,0.0,407.0736389160156
GLW.97,0.0,404.35040283203125
GLW.98,0.0,409.3811340332031
GLW.99,0.0,409.9527282714844
